name,ratings,review,date
Brittani Lucio,1,"These were on sale for cyber Monday, so I jumped on the deal without really researching the earphones. I had been in the market for some new ones and I’ve always heard beats were really good. I was super excited to get them and after getting them charged up I put them on and they were pretty uncomfortable. I decided to wait a while to see if it was just an initial thing of my ears getting used to it, but after an hour, they were unbearable. I have never had earphones feel this uncomfortable and painful in my life. Absolutely disappointed for the price of these, even with the sale price definitely not worth it. I also hated that there wasn’t a “next” button for the music. If I wanted to change the song, I would have to ask siri to go to the next track which got super annoying.","November 30, 2023"
HighMileageFeets,1,"Don't buy if android user. The description OMITS to tell you these headsets won't connect directly to your phone, but it requires you to install an ad saturated app first. So you have to use up your data and clutter up your phone with another useless app. It is hard to ID in the playstore because the logo on the headset and the logo on the app look completely different. Also there are manys ""beats"" apps. It wants permission to take pictures and videos? Does this headset have a secret camera somewhere? The app contains ads and wants you to set up a profile and have followers. The beats app is about the stupidest thing I have ever seen. I DON'T WANT FOLLOWERS FOR A HEADSET!! I just want to listen to MY music and books! What kind of vain rich useless airheaded twit wants people to follow their brand of headset? (Maybe I should get a toilet paper app and get some wipey followers on that too!) Plus I just paid $$$ for this headset so they could advertise to me! The packaging is inappropriate. We are in a recession, a pandemic, the enviroment is going to pot and you are packing up a set of freaking headphones like they are a precious newborn baby. There is even a fancy sticker. All that is missing is the gold leaf coating! I am pretty sure the first $100 dollars is for the cost of the fancy 3 layers of thick boxes these things come in! There is even a special place for the tiny carabiner. It is sickening that this elaborate packaging is all for 10 seconds of visual impression before it gets pulled apart and tossed away. I am a very hardworking person that has to watch my money. I bought these on sale. These headphones were a glimpse into a world of middle and upper class indulgence I rarely see. But that glimpse has really disgusted me.
As a final thought: I walk and drive in places with no service. Since this headset only works through an app, I suspect it will be useless to take on long walks or camping in the woods where there is no cell service. So my beloved well used (until they fell apart) $20 headset is superior to these overpriced status symbols.
Addendum: After all that fanfare and $$$, they are defective. They turn themselves off every 15 minutes. I tried to get help from apple and they took my information and hung up on me. Amazon tech support helped me to reset them, but it didn't fix the problem. Maybe I should throw the headset out and listen with the fancy box? It would probably work better!","December 1, 2020"
a,1,"Bought on Black Friday, it didn’t work or charge after just taking out of the box. And I had to call Amazon who said they would only refund not replace, and said to call Apple. Talked to the first person and said that there wasn’t a guarantee it would be replaced but that we could go to an Apple Store and get it repaired and then somehow the call got disconnected so we had to start all over. Then we were told we were not guaranteed a new one only a refurbished one. We waisted 2 1/2 hours of our time at the end.","November 29, 2023"
Kendall,1,"I have treated these headphones like my baby. I have worn them 3 times to the gym, and carefully placed them back in the carrying case each time. The right ear piece broke after barely using them! I am extremely upset as I want to send them back for a replacement or refund, but I didn't realize they only accept 30 day returns. Now I am stuck with $100 headphones that don't work. Does anyone know if amazon will accept an item back after the 30 day return period if they sold you a faulty device on their end?? Please let me know.","November 29, 2023"
SB,1,I bought these half off and they wouldn’t be worth the price at 90% off. I have a pair of Beats from 6 years ago that put these to shame. The new ones at full volume didn’t get 2/3 as loud as the old ones. No charger. Crap tote bag. I guess now that Dre is a billionaire he doesn’t mind screwing hard working people forking out hard earned $$$ for a product nowhere near as good as it used to be. Returned immediately.,"November 30, 2023"
Amanda E.,1,"I ordered these for my son at Christmas when they were on sale for $99.00 and there was no warranty offered. Return or replace date was January 31, 2023. The headphones broke in September, wouldn't turn on. Upon calling the manufacturer, Beats, I was told to contact the seller because the headphones were less than a year old. I tried to reach Amazon, and customer service denied my request for a replacement immediately and told me to call the manufacturer. I asked for a supervisor. The supervisor then said, ""I'll make an exception for you. Return them and your money will be refunded."" It made me so upset, because that means my son won't have headphones anymore because they're no longer on sale. So, they were picked up by UPS however I have yet to be refunded my money!!! The headphones went back, but I'm out and there's nothing I can do!! What a ripoff. Amazon shame on you.","September 10, 2023"
MP,1,"These were great while they lasted. Used for about 15 hours then the power indicator LED lights stopped working. The headphones still worked for a few more uses. Now they work for about 10 minutes then they turn off without warning. Customer support for this item is terrible and recommends taking them to an apple service center, I called a few of the recommended numbers without any luck getting these serviced. My recommendation is chose a different brand and save yourself the headache.","December 9, 2023"
T. Allen,1,"UPDATE: turns out this problem is very common, suggesting how truly poor Beats has become. Google it, you'll find dozens of YouTube videos on how to fix this very-shoddy wiring. If you don't have a soldering iron or aren't familiar with fixing circuit boards, then DO NOT BUY. Beats has become terrible.

These headphones have been phenomenal, great sound & range, long life on a single charge. Until now. I've has these just under one year, and they spend 90% of their time lying on my desk or on my head, almost nothing else. Then suddenly the right ear is completely out unless I slightly twist the left ear in either direction, indicating a nearly-disconnected wire. They've NEVER been dropped, twisted, or roughly handled whatsoever. And now this, out of the blue.

I remember 10 years ago when Beats was actually reputable and meant quality. Turns out Dre just sucks.","September 11, 2023"
M.X.V,1,"I was looking for a qualitied, cute headphone for myself so that I could focus on my art stuff while I listen to music. I wanted a headphone that would last and since this one wasn't cheap I thought it'd do the trick. And it was also cute like I wanted. I was so excited for it when it came after a couple days and used it immediately. I loved the sound quality and the design was so cute with the pink! I also love it because it connected to both my phone and laptop! But one day when I put it on while working on my drawings and writing, I couldn't hear the music from the right side. So, I turned the headphone off and on and connected again, but the same issue persisted. It's been more than 2 weeks now since I couldn't hear anything from the right side. It's so frustrating because it has only been 4 months (bought mid to end of June) since I got this and I thought it would work until at least another one or 2 years! Now, it seems like the headphone stopped working altogether as it isn't even connecting to my phone at all. My old headphone for 50 bucks lasted much longer than this, and I got this headphone for doubled that price at ~$163!! I was going to buy another headphone for my niece for Christmas, but now I'm better off looking and spending my money somehwere else that's worth it more!","October 31, 2022"
kim brinkopf,1,"I was so excited to get some beats headphones for the gym and man was I disappointed. The sound quality doesn’t touch AirPods and the charger it came with will not charge the headphones. I’ve only had them for a few months and I already can’t use them. They won’t even turn on. They’re completely useless. Not only was sound quality not as good as AirPods, but they constantly would almost fall off my head with any bending over movements at the gym and I had it the tightest/smallest it could go. Overall very disappointing product, I want my money back.","November 2, 2023"
iloveamazon,1,I like the old way of listening to music. I do not like the new ear buds. They are sooo uncomfortable so I figured I'd try the new Beats. These were heavy and bulky. The top hugged my head too tight and was very uncomfortable. I'm disappointed these didn't work. I'm trying old school ones next and those will hopefully work.,"November 30, 2023"
Amirjavad Ahmadian Hosseini,1,"Hello,

I have purchased it a few days ago. It looks nice, but I am not satisfied with the mic at all. The microphone is terrible. Whenever I answer a call to talk to someone by this, they will say that the quality of my voice is very low.
I should also mention that the return procedure is very very bad and takes a lot of time since you should wait for them to come and pick it up.","November 14, 2023"
Debra Grace Peri,1,"These headphones sound terrible, they are so muddy I can hardly believe they were endorsed by Dr. Dre and so widely used (apparently by non-professional producers and musicians). They're uncomfortable after wearing them for less than an hour and the construction feels shoddy and not durable for regular studio use. The primary issue is they sound horrible!!!","November 29, 2023"
Milcah Yohannes,1,buyer beware. these have terrible sound leakage. i’m talking anybody who was next to me was listening to my music with me. i returned these headphones over a month ago and still have yet to receive a refund. do yourself a favor and get the sony ones. if i could i would give this review 0 stars.,"December 1, 2023"
Chelsea Cupp,1,"These headphones have great sound quality, but unfortunately the ones I received do not hold a charge and die within about 20 minutes of use. At first I was thinking it was possible user error, but after several times of fully charging them they continued to die within that same short time window. I'm returning them.","November 30, 2023"
Azumanga AngeO,1,"I had these headphones less than a month. They worked great. People on the other end of my phone calls said I sounded great. Battery life was awesome. One day I put them on and there was no start up sound to the right side. I connected to my iPad to rule out an iPhone, issue as I had just updated it to the most current iOS, and same issue. I was able to get sound back to the right side if I wore the headphones with the top part on the back of my head and if they moved it was game over. Really disappointed as overall the headphones seem to have great reviews. This is the first time I have “splurged” on headphones and they turned out to be a let down. Sending them back tomorrow.","August 25, 2023"
BB,1,"It was okay in the first couple of months. After a while, I started having issues with pairing with my iphone. Besides that, my ears get super hot and they're very uncomfortable to use at the gym, which is what I bought them for. Now, they won't even charge/turn on anymore. Waste of money.","December 8, 2023"
sapho,1,The headphones were very easy to connect to the iPhone however after three days the right side completely stopped working. No sound at all. I did the reset with Amazon and with apple but it wouldn’t work. This is not a good sign of the longevity and quality of this product. Definitely returned.,"December 8, 2023"
Debra Metzger,1,"DO NOT PURCHASE BEATS HEADPHONES - THEY'RE CRAP! EVERY set of Beats Over Ear headphones I have purchased have broken down (STOPPED PRODUCING SOUND) in less than 1 year. My current pair, in 4 months! And the charging ""hole"" breaks down swiftly too, so you cannot charge them. I have three pairs. Like an idiot I just keep buying them because they're great initially but, they keep breaking down, so I am essentially just throwing money at this OVERRATED company's product. My headphones are treated gently, when I work-out I put absorbent hair scrunchies between the ear cups and my ears to prevent them from getting wet. The product is essentially crap, and the company (warrantee desk) does not stand behind their product. Example: First pair that stopped producing sound, they exchanged it for a ""new pair"" (likely not new, based on what happened next). Four months later, the ""new"" pair stopped producing sound. SAME ISSUE. I called the warrantee desk, and they refuse to replace my four-month old pair they just sent to me! I now have two pair of broken-down beats headphones. I also have a third ""pink"" pair I anticipate will be breaking down any time soon. I get much better life out of inexpensive headphones I purchase at Marshalls or TJ Maxx. Again, DO NOT WASTE YOUR MONEY with Beats Headphones. They're great at first, but they all break down within one year! BUYER BEWARE!","July 25, 2022"
Amazon Customer,1,Bought these in late September and the left ear just stopped working randomly. I’ve taken good care of them and haven’t dropped them once. After looking up the issue with one ear not working it seems that this is very common for these headphones. Just buy a different brand.,"December 5, 2023"
Maria Jarquin,1,"It’s crazy how these headphones cost $140+ and break after a few uses. I bought a pair and within 6 days of using it (mind you nothing major, just to use to watch shows/videos while I work, on my phone), both ear parts just stopped working. I asked to get sent new ones and within 2 months, the same thing.
I take very good care of them; I always have them in the case if not in use and even after use I wipe them down with tissue just in case. How insane!! I wish I never would have bought these and gotten something else, it’s a waste of money if they are just going to break after god knows what.","August 1, 2023"
JDoyle081,1,The power button is way to small you can just barely push it instead of in the side buttons that are big and accessible it’s small and almost impossible to find also the most uncomfortable headphones I ever owned I meen they hurt so much I can hardly stand wearing them,"November 16, 2023"
Amazon Goddess,1,"It’s a great set of headphones. Good at noise canceling. BUTTTTTT the sound stopped working less that a week after I got them. So bummed! Wish someone would contact me and tell me how to
Fix this!","November 29, 2023"
Sarah Cazee,1,"Didn't even last 6 months before the right side speaker permanently lost connection. Tried all the YouTube hacks but to no avail. Just junk, only the left side still works, save your $$$ and pass on these headphones.","December 8, 2023"
Amazon Customer,1,Normal everyday use. Properly stored up high on a shelf when not in use. Left ear stopped playing sound on bluetooth and when plugged in. Have owned for less than a month. Beats are terrible. Save your money.,"November 29, 2023"
Ash,1," This was my 3rd beats purchase, first from Amazon. The only reason I purchased a 3rd pair was because someone stole my last pair. If I would have known I wasn't getting the cord with the mic, I would have ordered from the place I got my others from. This pair doesn't even do anything when I press on the ear(skip, pause, etc doesn't work). I'm just super bummed...","December 7, 2023"
Ashley Royce,1,"Initially I really liked these headphones but recently they've started to disconnect pretty often. I though it might have to do with battery since it was just happening at low battery but it did it again today at full battery. I know it isn't because it's trying to communicate with too many devices, this only happens at work where the only device it knows is my phone. Just disappointing that these cost the amount they do but they can't stay connected for more than a few hours

Edit:
Its happening everywhere now multiple times a day. I have to disconnect them and reconnect them to get them to work again. They do this primarily for audio so its super fun at work if my phone's audio is on. Never buying another beats product again. Ive never had this issue with cheap headphones.","July 11, 2023"
Felix De La Rosa,1,"I have never felt so disappointed by a product. you buy this product and you expect them to be “Beats”, by this i mean good build quality and good audio quality, but to keep it real, the audio quality is good yet not what someone would expect, the lack bass and volume no matter the setting or platform (except instagram, its literally only platform were they sound what you expect them to sound), also they get uncomfortable after like 10 minutes of use because they are very tight (this is to prevent noise leak, yet they still leak) but its too tight for me, and third and most important reason not to buy these garbage headphones, right side stopped working in about 3 months of use, (used them these morning and when i came came from work, then i just shut them down to hace a nap, i placed them on the table, after i woke up tried using them and right side doesn't sound any more, tried re-setting and all that and no result), when i got these i was so hyped, i remember the nice unboxing experience, but guys, trust me on this one, most of the reviews are about the fact that they dont live up to the hype and dont fulfill customers expectations on the sound quality, but the sound is ok, but the real reason not to buy these is the life expectancy… DO NOT BUY!!!, trust me DO NOT BUY!!!!","January 5, 2022"
Don John,1,"I love the sounds of Beats headphones. I love the design. I love the deep bass especially in the solo 3. I have now owned 3 different beats in the course of 5 years. None have lasted more than 2 years before one side stops working. Almost all have had their ear coverings tear within a year. I am not an aggressive user. I keep them in their cases. I use it daily at my desk or for talking on the phone. Occasionally for flights and workouts at the gym. This most recent pair started to have the sound go in and out on the left side. This happened with the previous two as well. On my second pair the left side stopped working when on bluetooth but would work when plugged in. then it stopped when plugged in as well. This happened with the first one as well.

I kept buying a new pair thinking it was just me and that I should be even more gentle with them. Each subsequent pair would only be used sparingly (I'd alternate with my airpods but i like the full sound of beats for music). After the second one failed I said I'd give it one more chance. Now after 5 years and 3 pairs that give out after less than 2 years I will never buy another pair and cannot recommend them to anyone who wants a reliable pair of headphones!","December 27, 2021"
Lunchbox,1,"I purchased a set of Beats solo 3’s last October. I’m now 1 month out of warranty and they just broke. The right side has no audio coming from it. I use these just for the gym, 3 days a week. Never dropped. What a POS!","November 7, 2023"
Kenneth lapan,1,My product cam with no charger and the right side was broken I would pls like to buy a new one at the same price once my return is finished,"November 23, 2023"
kelsey,1,"This is the second one I bought and the same issue where it won’t turn off, charge, and connect. I only had this one for 4 days! These are horrible!","December 7, 2023"
Flower4,1,I was super excited for this to come in and use. I love my music. I was disappointed that the sound is low and the ear piece should be bigger.,"December 4, 2023"
Kali Marcott,1,"This is now my second pair of Beats Solo 3s. My first pair the right ear started going in and out. Didn’t have my receipt any more, so nothing they would do for me. I tried all troubleshooting options. Got AirPods, threw the Beats away. Finally got another pair because I love them for the gym, and not even 6 months later, the SAME thing. This time I went down every tech link, app, and support page I could. Even bought a replacement battery assuming the battery got warped from hot days of working out. Plugged them in and after they wouldn’t charge for hours, I was able to connect the headphones back to my phone. Instantly within the first 10 seconds of the song, scratchy glitching started on the right ear. I’m snapping them in half and throwing them out. Don’t waste your money. Don’t get me wrong, when they work, they work great but they must have a short shelf life of actual productivity.","April 15, 2023"
robin,1,I ordered these and set them up only to find that one side was scratchy and didn't work unless folded which obviously you can't use them that way so I returned them [they were delivered and refunded] . Now I am being harassed by Amazon saying to return the item?? You guys sent me a funky item and I sent it back so make it make sense??,"October 10, 2023"
Amazon Customer,1,Great sound! Right up until one side stopped working for no reason. They’re not cheap so I’ve taken special care with them and they still crapped out.,"November 22, 2023"
Yankeecreek,1,Do not order this product unless you are ordering for a child or have unusually small ears. Very uncomfortable to use for extended periods of time.,"November 22, 2023"
davidX,1,"Sounds are mid (pun intended)

Will disconnect as soon as you stop playing something on PC. And then take forever to reconnect when you play something.","December 6, 2023"
Chris Hatesaul,1,"I use them for lawn mowing, they literally stopped working before they needed to be changed after the first charging.so probably around 5-8 hrs of use.","November 28, 2023"
Matthew S. Dewalt,1,"Bought a pair of these and they broke just after a year. Really liked them and thought it was a fluke so I ordered another pair. Well they just broke in the same spot after 6 months. Beats/Apple is refusing to cover under warranty because they consider it accidental damage. When 2 pairs break in the same spot, seems like a manufacturing defect to me. They wouldn't even give me the opportunity for them to look at them before denying the warranty.","August 19, 2023"
Gatorgurl,1,I am so disappointed. This is the 2nd pair of beats I bought and the 2nd pair that right after the warranty is up it stopped working. I will never buy them again. They charge but will not turn on. Absolute crap!,"November 2, 2023"
Anthony J Herrera,1,"My Beats Headphones stopped working after two months of us. They stopped taking a charge, tried different chargers and still would blink red. Now they won’t even blink red. No way to get this item fixed or replaced after two months.","November 17, 2023"
BG.,1,"Only one speaker works now, the left side. Right side has no sound. My last pair lasted years. These clearly are not authentic Beats.","December 7, 2023"
Jocy,1,"Had really high expectations when I first got these. They were fantastic when they worked but stopped charging out of the blue after 2 months. Thought it was maybe due to sweat because I only wore them to the gym but other friends have had there’s for 1+ years. Very disappointed, Amazon will not help.","October 10, 2023"
Rene Soqui,1,I bought these in April 2022 and it hasn’t been a full year and the battery on them stopped working,"November 30, 2023"
rodney keith estridge,1,"The beats worked one week and stopped, cant return them or request new ones and send these defective headphones back.","December 6, 2023"
Jack,1,"The battery life started out lasting a while, but quickly degraded. Within a month battery life was down to a couple hours long, by two months in it wasn't worth using, by six months in it had a negligible battery life and would also lose battery life even when not in use - you had to take it off the charger and immediately use to get any life, couldn't charge and then use the next morning. I don't write reviews often, but was severely disappointed with this company shipping such a faulty product. I barely ever used it and can't even return it because the way it degraded passed the return window.","June 12, 2023"
Michael Anglin,1,"Purchased item for my son, he used it for a couple days then it stopped working. Taking a whole month to get a refund, no replacement available. I'm beyond upset! Still waiting....","November 4, 2023"
Stephanie Rutherford,1,I wish I could give this no stars. Tried to pair this with the computer and the sound quality and microphone were horrible. After some quick troubleshooting I found that it gets better if you can hardwire the headset in… but that defeats the whole purpose of wireless! So disappointed.,"October 25, 2023"
Callie Prado,1,"I bought these for casual use to wear while cleaning the house, plane rides, etc. I can’t even wear these for 30 mins without my ears throbbing from the tightness of them. I adjusted them as much as possible and just couldn’t make them comfortable. I gave them to my step dad to try & he said the same thing. The quality is just not there with these.","September 18, 2023"
Ilana Breitman,1,"Soundwise, they seem to work great. However, they:
1) sit very uncomfortably on your ears - not over, but ON. I've owned pairs that were like this before, but never encountered this level of discomfort.
2) the band, which is not adjustable across the top of your head, is a VICE. Instant headache.
For reference, I have a 21.5"" circumference around my forehead - an average head size. My ears aren't particularly big either. I wish I could return. Absolutely terrible waste of money.","August 26, 2023"
Maggie,1,"I live the headset but one of the earpieces is broken, i bought it during prime deal days and i had to issue a return but the price is going to be more expensive. It doesn’t give me the option to replace it. Please help..","October 17, 2023"
The Real Coco Nicole,1,"I've never had Beats headphones before, and from all the hype and celebrity publicity around them I actually expected them to be some pretty f'ing amazing headphones...and boy were they anything BUT! From the minute I slipped them over my ears I was disappointed, it feels like they are meant for a small child, they literally squeeze your ears so hard its not even comfortable. The sound quality was just eh, nothing impressive. Seriously curious how this product has so many good reviews? Are people still so concerned with keeping up with the Joneses that they'll say it's a good product even when it's not.","June 9, 2023"
Dez,1, These beats have a common problem Where they will Glitch in 1 ear and stop working. And you'll end up listening to music from 1 ear. No matter how good you have taken care of them this will happen. And Their Is so many complaints in the internet about this as well to support that. My beats barely lasted a week Id suggest for people to stop buying these and do research on finding better headphones.,"September 30, 2023"
Bri,1,It worked only for the first day I got it now they won’t turn on even when on the charger no lights are blinking I don’t know what to do,"October 30, 2023"
Martha,1,Terrible product headphones stopped working after one month of use. And with no returns. very disappointed.,"December 8, 2023"
undergraduate23,1,Right side don’t work and I haven’t used them since I bought them….. been in my drawer finally about to use them they don’t work….. thnx!,"November 17, 2023"
Amy,1,"I bought these for my son's birthday. He asked me if they were used. I told him that I bought them new. He said when he went to pair them to his phone, the name wasn't for the beats, but it was a woman's name. I paid $130.00 for a new item. I didn't want a used item.","September 18, 2023"
Altered Librarian,1,The app doesn't work with either of my phones. Support couldn't help me. So they are going back and I will get something else.,"November 12, 2023"
Innocentia Jones,1,Didn’t receive the first pair and returned the second pair. It was too big for my toddler. Never got my refund from Amazon!,"November 3, 2023"
Rafy Mansoor,1,"Everything’s great about these however they’re built so poorly. I received mine with one side broken when I bought these a year ago, they sent me running around in circles and pissed me off. “Warranty”, they’ll send you to apple to get them repaired but apple doesn’t give a damn either, they won’t replace it. Don’t buy these go with something better.","September 18, 2023"
Martha,1,Finally used them gor a trip and I could barely hear the movie. My cheap ones from Temu are way better than this,"November 15, 2023"
Cozzy,1,If you have long hair. It will get tangled in the era peice,"December 1, 2023"
Alondra,1,"I bought this product on February 2021, and the right side stopped working today. It seems that the life span of this product is about 1-2 years (same thing happened with my first pair bought from the Apple Store). I only used them at home for a couple of hours while I worked, never took them outside and were always on my desk when not using them. I love these headphones but I don't think they are worth it the price.","July 21, 2023"
Tabitha,1,"I waswildly unimpressed and returned these. The sound sucked and the noise cancelation wasn't good at all. I bought generic $40 ones that are a little bulkier, but the audio is 100x better.","October 20, 2023"
Amazon Customer,1,"I was so excited for these headphones and disappointed doesn't begin to explain it. I received the 1st pair and it only worked on one side. I returned them and purchased another pair and had the same issue once again. At that point, I just wanted to return them and purchase a different brand.","September 26, 2023"
Daniel Antczak,1,The sound reproduction was not up to the price of these headphones.,"November 24, 2023"
Xoila,1,These headphones are way too small not adjustable at all. I’m very disappointed.,"November 24, 2023"
carmen,1,"after 4 months it stopped holding charged this is the 2nd pair I've gotten, just a disaster dot com..","November 3, 2023"
Michael Hendrick,1,I’ve had them for three months and I guess they have stopped working on me. I am very disappointed cause I love the way they fit but they his is ridiculous,"October 17, 2023"
Rebecca,1,I had bought it to surprise a friend and she told me and I even tested it out myself that the audio isn't working right and neither is the microphone,"October 16, 2023"
T. Ata,1,"Doesn’t hold charge for long period. Refunded but got charged 20 % restocking fee .
Not recommended","November 13, 2023"
D Pope,1,"3/11/2023 UPDATE… Not even a year has gone by barely 6 months and these headphones are already not playing correctly. Sometimes they play sometimes they don’t sometimes they’re loud sometimes they’re not you just never know in the middle of a song the volume goes up or down or just stops completely when I tried to return them they said that it had been passed the 90 days so now I’m just out $130 Will never ever buy this product again.
*****I bought these for my 21-year-old daughter to wear when she goes to work out at the gym she says the noise of the gym and the clinking of the weights is irritating her… But these earphones are her favorite and she really loves them and says they are perfect for working out! They are “great at counseling noise and stay on her ears without being too tight”!","November 20, 2022"
Kayla K,1,"Bought it in Rose Gold to match my new iPad Air. I did a beautiful unboxing video of them and everything! They LOOK so quality and beautiful together which is why I’m so sad I’ll have to return it as wearing it is EXTREMELY uncomfortable. I really have to finish the music and video editing I was working on but having to use these are like torture! Especially since I currently don’t have another wireless earbud I can use with my iPad at the moment. It also feels very suction-y for the ears and feels like you came off a plane when you take them off. The entire listening experience beyond the very first half hour is horrible. It gave me a headache and after a few days of using them my ears still hurt as I type this. So disappointed. I expected more from apple and from this price. The audio is also not that great. Very basic sounding audio. Oh also, they no longer come with a headphone jack cord like they did upon first release, you can only use them wirelessly now. The battery life is really good. The lowest the battery got was 90% so far and I only charged the battery once for 5 mins. The carrying case feels like it will damage the headphones cause it’s too snug. Overall not worth the money and especially not worth the discomfort!","November 22, 2020"
PN,1,"I don't know if it's because these headphones can fold or whatnot, but after using it for 2 months, the right side fails to connect. I can hear the music perfectly on the left side, but then the right side would static and you can't hear the music from the right side, so only the left side works. It seems like the wires on the right side couldn't really connect. Both side worked for the first 2 couple of weeks, but now it doesn't anymore. Another thing to notice is that these headphones will not cover your whole ear, if that's something that you're looking for. I wear earrings and these sit right where my earrings are so I have to take off my earrings prior to using this headphone. But that's not even my issue. The fact that this doesn't even surpass 2 months was a big disappointment. I have other headphones that are cheaper and lasted longer.","July 26, 2022"
David Ngandu,1," This beat stopped working after 4 months for no reason. I feel like I got cheated on honestly. Paying $126 just for it to last 4 months? Nah, I need my money back","November 25, 2023"
kyara duke,1,"I'm upset with these headphones 🎧 I thought the Beats was a good company but after reading all these reviews and having the same bad experience with the product. Only have had these since Jan 6th of this year! And already the right side has stopped working. I didn't know this was such a major issue or else I wouldn't have wasted my money. It's messed up to think this product is a higher price than most others because of its name, and it has to be the cheapest peace of junk I've ever bought.","May 18, 2023"
Lorie,1,"The blue tooth connection is lost every time I pause my movie. Even during play, it has issues with losing the sound.
For a headset this expensive, I expected much better.

Now, after the return period has passed, it won't work on blue tooth and when I connect it with the cable, only one speaker works. Total waste of money.","August 17, 2023"
aj,1,"The whole reason I got this was to have surround headphones with a mic that I can hook up to my controller. I didn’t sweat the missing 3.5mm realtalk cable, until I realized that it wasn’t just an aux cable it had the microphone.🤬 Not to mention you’re paying an arm for a headset that’s not very comfortable and can’t even utilize the internal microphone without Bluetooth. The A1 apple chip or whatever it’s called is literally just a quick Bluetooth connection that literally only benefits you when you first buy them. The only good thing I have to say about them is when they play Dolby atmos the sound is immersive clear and detailed.","April 3, 2023"
David,1,I ordered these thinking I was getting a great deal. Was excited the whole day to finally use them but as it turns out it was to good to be true. I charged these for approximately 4 hours and the battery was still at 1.tried connecting Bluetooth and nothing. I went from being looking forwards to them to being bummed out real quick. It’s a risk if you’re willing to take it.,"July 13, 2023"
Steven Boynton,1,"I’m on my 5th replacement of the Solo 3 headset which is not working. I can not get my money back, so I keep taking them to the Apple Store where they can not fix them, so they send me a new one which works for up to two weeks then will not connect to my iPhone. WORSE purchase from Amazon ever!","July 30, 2023"
Amazon Customer,1,This is my second set of these and both pair stopped charging after 5 months.,"November 19, 2023"
Fadi,1,Headsets won’t last a year before they have problem with static noise on one side or completely one side won’t work at all. Tried to reset as I was told but no luck. Not a good product!,"September 21, 2023"
Kevin,1,"I was actually excited to receive these headphones after using my wife's Solo3 Beats headphones. Her's was super loud and had really good bass. Upon receiving them from Amazon, I fully charged the headphones and tried them on. To my surprise, it lacked A LOT of volume and had almost NO bass. I was super confused. I tried my wife's headphones again and it was completely different. She got hers from the Apple Store.

I honestly feel like this was a knock off. Really good packaging, but the actual item is a rip off. Never buying brand electronics from Amazon. Better off going to an actual store. Definitely returning them for false advertisement. It's shocking how different these headphones were from each other.","May 31, 2020"
Momma of 3,1,"Randomly quits pairing with IPhone. I sent it to Apple for repair and they could not duplicate the error so now they are useless and not able to be used.
These are also now considered vintage or obsolete per Apple so no coverage unless physical damage.

Worthless. Buy Sony or Bose with unmatched customer service.","August 31, 2023"
Alejandro Sanchez,1,Promised next day delivery and came 4 days later. The box was also damaged like if the product was returned or used,"October 16, 2023"
Rossi Stewart,1,"These were great headphones for about the first 9 months. Now, the light will come on when they’re on the charger, but the headphones won’t turn on at all out of nowhere. I’ve been trying to troubleshoot for months now hoping they will work again, but realistically this was a huge waste of money.","September 9, 2023"
David Rodriguez,1,It's a scam don't not buy,"December 2, 2023"
Sarah,1,"I’m the type of person that talks on the phone every day. My best friend complains that when I use these, it sounds like I’m talking from the inside of a dishwasher. Not only that, but there is echoing so whoever is on the other line can hear themselves, and barely hear me. It’s horrible. The design is also horrible, it made my ears hurt like a mf. It could be 5 minutes or 5 hours, but the pain just gets worse. I also have piercings. The volume control isn’t the best; I had to turn up the volume all the way to hear the sound and have better sound quality. Also, everyone around me could always hear what I was listening to, no matter how loud it was. You don’t want everyone at the grocery store knowing you’re listening to Promiscuous by Nelly Furtado. There’s noise cancellation, but at what cost? Not the cost of my ears.","June 23, 2022"
Jameel Mohammed,1,"Super annoying, after a year they randomly are unable to connect and maintain connection","November 7, 2023"
jakub prokop,1,The headphones came already programmed with someone elses name- clearly someone returned it.,"October 31, 2023"
Hiker,1,"When I was using Bluetooth, they set up as Shannon's Beats. Don't know who is Shannon. These are advertised as NEW.

Update: these are really, really small and hurt after wearing them for 30 minutes. I am a small woman with small ears and these are painful for some reason. Would not recommend!","July 24, 2023"
Alexis,1,"I received my BEATS solo headphones in good condition, packaging wasn’t opened but when I charged them and used them for the first time, the right side was noticeably quieter than the left. I read reviews, watched YouTube tutorials, read the manual, tried everything to fix it but to no avail, it didn’t work. I am returning these and getting AirPods instead.","July 19, 2023"
Jessica,1,"They legit lasted a month…. The right side has no sound, and now I’m out money, purchased august 6th it’s sept 13th and one side only works. DONT DESERVE A STAR ⭐️","September 13, 2023"
Johnny Gonzales,1,So I’ve tried the Studio 3 before and I know those are the higher grade ones so I saw these on sale and wanted to give them a shot but there even worse. Idk how Beats can get away charging so much for these Headphones I’m not going to lie at first I turned them on then I found myself clicking the volume button just hoping and praying for the volume to go Higher but no luck at all. I honestly don’t know how people rates these headphones so High I mean they must have never had a good set of headphones for them to be giving these 3-5 stars I mean that maybe deserves a 2.5 based on look and functionality but for what I bought them to listen to music and hear some beats but no these are an absolute fail and don’t deserve more then a 2 when it comes to the sound quality. I cannot believe Dr Dre has his names attached to these or even would.,"January 25, 2022"
